t,i,k,hs02_desc,section,section_name,v,share
2021,398,400211,"Rubber: synthetic, styrene-butadiene rubber (SBR) and carboxylated styrene-butadiene rubber (XSBR) latex, in primary forms or in plates, sheets or strip",7,Plastics and articles thereof; rubber and articles thereof,2.009,3.7154042501379484e-8
2021,398,400231,"Rubber: synthetic, isobutene-isoprene (butyl) rubber (IIR), in primary forms or in plates, sheets or strip",7,Plastics and articles thereof; rubber and articles thereof,0.039,7.212581670252862e-10
2021,398,400259,"Rubber: synthetic, acrylonitrile-butadiene rubber (NBR), (other than latex), in primary forms or in plates, sheets or strip",7,Plastics and articles thereof; rubber and articles thereof,39.622,7.327613100993818e-7
2021,398,400299,"Rubber: n.e.s. in chapter 40, (other than latex), in primary forms or in plates, sheets or strip",7,Plastics and articles thereof; rubber and articles thereof,5.019,9.2820377956407993e-08
2021,398,400400,"Rubber: waste, parings and scrap of rubber (other than hard rubber) and powders and granules obtained therefrom",7,Plastics and articles thereof; rubber and articles thereof,19.632,3.6307026500103644e-7
2021,398,400510,"Rubber: unvulcanised, compounded with carbon black or silica, in primary forms or in plates, sheets or strip",7,Plastics and articles thereof; rubber and articles thereof,4.627,8.557080868784614e-8
2021,398,400520,"Rubber: unvulcanised, compounded, solutions and dispersions other than those of item no. 4005.10",7,Plastics and articles thereof; rubber and articles thereof,0.086,1.5904667272865284e-9
2021,398,400591,"Rubber: unvulcanised, (compounded other than with carbon black or silica), in plates, sheets and strip",7,Plastics and articles thereof; rubber and articles thereof,16.368,3.0270650456076626e-7
2021,398,400599,"Rubber: unvulcanised, (compounded other than with carbon black or silica), in primary forms, (other than plates, sheets, strip, solutions or dispersions)",7,Plastics and articles thereof; rubber and articles thereof,10.1,1.8678737146039463e-7
2021,398,400610,"Rubber: unvulcanised, camel-back strips for retreading rubber tyres",7,Plastics and articles thereof; rubber and articles thereof,0.004,7.397519661797807e-11
2021,398,400690,"Rubber: unvulcanised, other than camel back strips for retreading rubber tyres",7,Plastics and articles thereof; rubber and articles thereof,8.129,1.5033609332688595e-7
2021,398,400700,"Rubber: vulcanised, thread and cord",7,Plastics and articles thereof; rubber and articles thereof,0.409,7.563963854188257e-9
2021,398,400811,"Rubber: vulcanised (other than hard rubber), in plates, sheets and strip of cellular rubber",7,Plastics and articles thereof; rubber and articles thereof,8.971,1.6590787221497034e-7
2021,398,400821,"Rubber: vulcanised (other than hard rubber), in plates, sheets and strip, of non-cellular rubber",7,Plastics and articles thereof; rubber and articles thereof,390.94800000000004,7.230113791851324e-6
2021,398,400829,"Rubber: vulcanised (other than hard rubber), non-cellular rubber, in forms other than plates, sheets or strip",7,Plastics and articles thereof; rubber and articles thereof,66.52600000000001,1.2303184825519025e-6
2021,398,400911,"Rubber: vulcanised (other than hard rubber), tubing, piping and hoses, not reinforced or otherwise combined with other materials, without fittings",7,Plastics and articles thereof; rubber and articles thereof,43.016,7.955292644297362e-7
2021,398,400912,"Rubber: vulcanised (other than hard rubber), tubing, piping and hoses, not reinforced or otherwise combined with other materials, with fittings",7,Plastics and articles thereof; rubber and articles thereof,18.056,3.3392403753355304e-7
2021,398,400921,"Rubber: vulcanised (other than hard rubber), tubing, piping and hoses, reinforced or otherwise combined only with metal, without fittings",7,Plastics and articles thereof; rubber and articles thereof,159.609,2.9517767892497157e-6
2021,398,400922,"Rubber: vulcanised (other than hard rubber), tubing, piping and hoses, reinforced or otherwise combined only with metal, with fittings",7,Plastics and articles thereof; rubber and articles thereof,363.011,6.7134525248722105e-6
2021,398,400931,"Rubber: vulcanised (other than hard rubber), tubing, piping and hoses, reinforced or otherwise combined only with textile materials, without fittings",7,Plastics and articles thereof; rubber and articles thereof,87.69500000000001,1.621813716853397e-6
2021,398,400932,"Rubber: vulcanised (other than hard rubber), tubing, piping and hoses, reinforced or otherwise combined only with textile materials, with fittings",7,Plastics and articles thereof; rubber and articles thereof,192.28300000000002,3.5560431828236697e-6
2021,398,400941,"Rubber: vulcanised (other than hard rubber), tubing, piping and hoses, reinforced or otherwise combined with materials other than metal or textiles, without fittings",7,Plastics and articles thereof; rubber and articles thereof,137.393,2.5409185472334653e-6
2021,398,400942,"Rubber: vulcanised (other than hard rubber), tubing, piping and hoses, reinforced or otherwise combined with materials other than metal or textiles, with fittings",7,Plastics and articles thereof; rubber and articles thereof,47.307,8.748861566016722e-7
2021,398,401012,"Rubber: vulcanised, conveyor belts or belting, reinforced only with textile materials",7,Plastics and articles thereof; rubber and articles thereof,81.48599999999999,1.50698571790314e-6
2021,398,401019,"Rubber: vulcanised, conveyor belts or belting, (reinforced with other than metal only, textile materials only or plastics only)",7,Plastics and articles thereof; rubber and articles thereof,127.25300000000001,2.3533914238068913e-6
2021,398,401031,"Rubber: vulcanised, endless transmission belts of trapezoidal cross-section (V-belts), V-ribbed, of an outside circumference exceeding 60cm but not exceeding 180 cm",7,Plastics and articles thereof; rubber and articles thereof,33.37,6.171380777854821e-7
2021,398,401032,"Rubber: vulcanised, endless transmission belts of trapezoidal cross-section (V-belts), other than V-ribbed, of an outside circumference exceeding 60cm but not exceeding 180 cm",7,Plastics and articles thereof; rubber and articles thereof,56.81999999999999,1.0508176679583784e-6
2021,398,401033,"Rubber: vulcanised, endless transmission belts of trapezoidal cross-section (V-belts), V-ribbed, of an outside circumference exceeding 180cm but not exceeding 240 cm",7,Plastics and articles thereof; rubber and articles thereof,18.339,3.39157782694275e-7
2021,398,401034,"Rubber: vulcanised, endless transmission belts of trapezoidal cross-section (V-belts), other than V-ribbed, of an outside circumference exceeding 180cm but not exceeding 240 cm",7,Plastics and articles thereof; rubber and articles thereof,22.392000000000003,4.141131506674413e-7
2021,398,401035,"Rubber: vulcanised, endless synchronous belts, of an outside circumference exceeding 60 cm but not exceeding 150 cm",7,Plastics and articles thereof; rubber and articles thereof,31.490000000000002,5.823697353750325e-7
2021,398,401036,"Rubber: vulcanised, endless synchronous belts, of an outside circumference exceeding 150 cm but not exceeding 198 cm",7,Plastics and articles thereof; rubber and articles thereof,3.859,7.136757093719435e-8
2021,398,401039,"Rubber: vulcanised, conveyor or transmission belts or belting, n.e.c. in heading no. 4010",7,Plastics and articles thereof; rubber and articles thereof,177.821,3.2885858594513697e-6
2021,398,401110,"Rubber: new pneumatic tyres, of a kind used on motor cars (including station wagons and racing cars)",7,Plastics and articles thereof; rubber and articles thereof,2582.375,4.7757924591587785e-5
2021,398,401120,"Rubber: new pneumatic tyres, of a kind used on buses or lorries",7,Plastics and articles thereof; rubber and articles thereof,1224.6639999999998,2.2648690047739873e-5
2021,398,401130,"Rubber: new pneumatic tyres, of a kind used on aircraft",7,Plastics and articles thereof; rubber and articles thereof,1.1,2.0343179069943974e-8
2021,398,401150,"Rubber: new pneumatic tyres, of a kind used on bicycles",7,Plastics and articles thereof; rubber and articles thereof,0.029,5.363201754803411e-10
2021,398,401161,"Rubber: new pneumatic tyres having a herring-bone or similar tread, of a kind used on agricultural or forestry vehicles and machines",7,Plastics and articles thereof; rubber and articles thereof,31.16,5.762667816540492e-7
2021,398,401194,"Rubber: new pneumatic tyres having other than a herring-bone or similar tread, of a kind used on construction or industrial handling vehicles and machines and having a rim size exceeding 61cm",7,Plastics and articles thereof; rubber and articles thereof,610.581,1.1291962381550418e-5
2021,398,401199,"Rubber: new pneumatic tyres having other than a herring-bone or similar tread, of a kind used on light industrial vehicles",7,Plastics and articles thereof; rubber and articles thereof,60.657,1.121778375314174e-6
2021,398,401212,Retreaded tyres: of a kind used on motor buses or lorries,7,Plastics and articles thereof; rubber and articles thereof,1.994,3.687663551406207e-8
2021,398,401220,Rubber: used pneumatic tyres,7,Plastics and articles thereof; rubber and articles thereof,30.056,5.558496273874873e-7
2021,398,401290,Rubber: tyres n.e.s. in heading no. 4012,7,Plastics and articles thereof; rubber and articles thereof,21.033,3.889800776164832e-7
2021,398,401310,"Rubber: inner tubes, of a kind used on motorcars (including station wagons and racing cars), buses and lorries",7,Plastics and articles thereof; rubber and articles thereof,0.026,4.808387780168574e-10
2021,398,401320,"Rubber: inner tubes, of a kind used on bicycles",7,Plastics and articles thereof; rubber and articles thereof,3.967,7.336490124587976e-8
2021,398,401390,"Rubber: inner tubes, n.e.s. in heading no. 4013",7,Plastics and articles thereof; rubber and articles thereof,17.871000000000002,3.305026846899716e-7
2021,398,401410,"Rubber: vulcanised (other than hard rubber), sheath contraceptives",7,Plastics and articles thereof; rubber and articles thereof,66.574,1.231206184911318e-6
2021,398,401519,"Rubber: vulcanised (other than hard rubber), gloves, mittens and mitts other than surgical gloves",7,Plastics and articles thereof; rubber and articles thereof,1706.0210000000002,3.1550809727349896e-5
2021,398,401590,"Rubber: vulcanised (other than hard rubber), articles of apparel and clothing accessories (other than gloves, mittens and mitts)",7,Plastics and articles thereof; rubber and articles thereof,26.692999999999998,4.936549808309222e-7
2021,398,401610,"Rubber: vulcanised (other than hard rubber), moulded rubber mats and mats of non-rectangular shape made by cutting from the piece, of cellular rubber",7,Plastics and articles thereof; rubber and articles thereof,647.5989999999999,1.1976565838651494e-5
2021,398,401691,"Rubber: vulcanised (other than hard rubber), floor coverings and mats, of non-cellular rubber",7,Plastics and articles thereof; rubber and articles thereof,21.721,4.0170381143477546e-7
2021,398,401692,"Rubber: vulcanised (other than hard rubber), erasers, of non-cellular rubber",7,Plastics and articles thereof; rubber and articles thereof,1.63,3.0144892621826066e-8
2021,398,401693,"Rubber: vulcanised (other than hard rubber), gaskets, washers and other seals, of non-cellular rubber",7,Plastics and articles thereof; rubber and articles thereof,2069.441,3.827182621607629e-5
2021,398,401695,"Rubber: vulcanised (other than hard rubber), inflatable articles (other than boat or dock fenders), of non-cellular rubber",7,Plastics and articles thereof; rubber and articles thereof,1.296,2.3967963704224898e-8
2021,398,401699,"Rubber: vulcanised (other than hard rubber), articles n.e.s. in heading no. 4016, of non-cellular rubber",7,Plastics and articles thereof; rubber and articles thereof,3876.404,7.168943701767918e-5
2021,398,401700,"Rubber: ebonite and other hard rubbers in all forms, including waste and scrap, and articles of hard rubber",7,Plastics and articles thereof; rubber and articles thereof,2.694,4.9822294922208235e-8
2021,398,410120,"Hides and skins: raw, whole, of bovine or equine animals, of a weight per skin not exceeding 8kg when simply dried, 10kg when dry-salted or 14kg when fresh, wet-salted or otherwise preserved",8,"Raw hides and skins, leather, furskins and articles thereof; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-work gut)",67.718,1.2523630911440599e-6
2021,398,410150,"Hides and skins: raw, whole, of bovine or equine animals, of a weight per skin exceeding 16 kg",8,"Raw hides and skins, leather, furskins and articles thereof; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-work gut)",771.8080000000001,1.4273662137832108e-5
2021,398,410190,"Hides and skins: (not whole), but including butts, bends and bellies, of bovine (incl. buffalo) and equine animals, fresh, salted or preserved, but not tanned, parchment dressed or further prepared, whether or not dehaired or split",8,"Raw hides and skins, leather, furskins and articles thereof; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-work gut)",542.625,1.0035197766207588e-5
2021,398,410390,"Hides and skins: raw, of animals n.e.s. in this chapter, fresh, salted, dried, limed, pickled or otherwise preserved, (but not tanned, parchment-dressed or further prepared), whether or not dehaired or split (not furskins)",8,"Raw hides and skins, leather, furskins and articles thereof; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-work gut)",2.207,4.08158147339694e-8
2021,398,410411,"Tanned or crust hides and skins: without hair on, bovine or equine, in the wet state (including wet blue), full grains, unsplit: grain splits",8,"Raw hides and skins, leather, furskins and articles thereof; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-work gut)",14091.276000000002,2.606012281745489e-4
2021,398,410419,"Tanned or crust hides and skins: bovine or equine, without hair on, in the wet state (including wet blue),excluding full grains, unsplit: grain splits",8,"Raw hides and skins, leather, furskins and articles thereof; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-work gut)",354.281,6.552001658253473e-6
2021,398,410441,"Tanned or crust hides and skins: bovine or equine, without hair on, in the dry state (crust), full grains, unsplit: grain splits",8,"Raw hides and skins, leather, furskins and articles thereof; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-work gut)",632.505,1.1697420434213555e-5
2021,398,410449,"Tanned or crust hides and skins: bovine or equine, without hair on, in the dry state (crust), (other than full grains, unsplit: grain splits)",8,"Raw hides and skins, leather, furskins and articles thereof; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-work gut)",1.241,2.29508047507277e-8
2021,398,410510,"Tanned or crust skins of sheep and lambs, without wool on, whether or not split, but not further prepared, in the wet state ( including wet blue)",8,"Raw hides and skins, leather, furskins and articles thereof; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-work gut)",484.544,8.961059417515392e-6
2021,398,410622,"Tanned or crust hides and skins: of goats or kids, without hair on, whether or not split, but not further prepared, in the dry state (crust)",8,"Raw hides and skins, leather, furskins and articles thereof; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-work gut)",1.125,2.0805524048806335e-8
2021,398,410691,"Tanned or crust hides and skins: of animals other than equine, ovine, bovine, goats or kids, swine and reptiles, without wool or hair on, whether or not split, but not further prepared, in the wet state (including wet blue)",8,"Raw hides and skins, leather, furskins and articles thereof; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-work gut)",1.675,3.097711358377832e-8
2021,398,410712,"Leather: further prepared after tanning or crusting, including parchment-dressed leather, of bovine (including buffalo) or equine animals, without hair on, other than leather of heading 41.14, whole hides and skins, grain splits",8,"Raw hides and skins, leather, furskins and articles thereof; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-work gut)",37.823,6.994909654204462e-7
2021,398,410719,"Leather: further prepared after tanning or crusting, including parchment-dressed, of bovine (including buffalo) or equine animals, without hair on, split or not, other than leather of heading 41.14, (other than grain splits and full grains, unsplit)",8,"Raw hides and skins, leather, furskins and articles thereof; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-work gut)",0.467,8.63660420514894e-9
2021,398,410792,"Leather: further prepared after tanning or crusting, including parchment-dressed, of bovine (including buffalo) or equine animals, without hair on, other than leather of heading 41.14, not whole hides and skins, but including sides,grain splits",8,"Raw hides and skins, leather, furskins and articles thereof; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-work gut)",5.527,1.0221522792689121e-7
2021,398,410799,"Leather: further prepared after tanning or crusting, incl. parchment-dressed, of bovine (including buffalo) or equine animals, no hair, excluding leather of heading 41.14, and whole hides and skins, and sides, (full grains, unsplit and grain splits)",8,"Raw hides and skins, leather, furskins and articles thereof; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-work gut)",16.195,2.9950707730703875e-7
2021,398,411520,"Leather: parings and other waste, of leather or composition leather: not suitable for the manufacture of leather articles: leather dust, powder and flour",8,"Raw hides and skins, leather, furskins and articles thereof; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-work gut)",40.05,7.406766561375054e-7
2021,398,420100,"Saddlery and harness: for any animal (including traces, leads, knee pads, muzzles, saddle cloths, saddle bags, dog coats and the like), of any materials",8,"Raw hides and skins, leather, furskins and articles thereof; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-work gut)",7.231,1.3372866168614987e-7
2021,398,420211,"Cases and containers: trunks, suit-cases, vanity-cases, executive-cases, brief-cases, school satchels and similar containers, with outer surface of leather, of composition leather or of patent leather",8,"Raw hides and skins, leather, furskins and articles thereof; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-work gut)",18.592,3.438367138803621e-7
2021,398,420212,"Cases and containers: trunks, suit-cases, vanity-cases, executive-cases, brief-cases, school satchels and similar containers, with outer surface of plastics or of textile materials",8,"Raw hides and skins, leather, furskins and articles thereof; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-work gut)",257.248,4.757492844895406e-6
2021,398,420219,"Cases and containers: trunks, suit-cases, vanity-cases, executive-cases, brief-cases, school satchels and similar containers, with outer surface of vulcanised fibre or of paperboard",8,"Raw hides and skins, leather, furskins and articles thereof; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-work gut)",6.832,1.2634963582350654e-7
2021,398,420221,"Cases and containers: handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather, of composition leather or of patent leather",8,"Raw hides and skins, leather, furskins and articles thereof; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-work gut)",341.44000000000005,6.31452278331061e-6
2021,398,420222,"Cases and containers: handbags (whether or not with shoulder strap and including those without handle), with outer surface of plastic sheeting or of textile materials",8,"Raw hides and skins, leather, furskins and articles thereof; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-work gut)",335.69399999999996,6.208257413368882e-6
2021,398,420229,"Cases and containers: handbags (whether or not with shoulder strap and including those without handle), with outer surface of vulcanised fibre or of paperboard",8,"Raw hides and skins, leather, furskins and articles thereof; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-work gut)",4.152,7.678625408946124e-8
2021,398,420231,"Cases and containers: of a kind normally carried in the pocket or in the handbag, with outer surface of leather or composition leather or of patent leather",8,"Raw hides and skins, leather, furskins and articles thereof; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-work gut)",59.483000000000004,1.1000666551067976e-6
2021,398,420232,"Cases and containers: of a kind normally carried in the pocket or in the handbag, with outer surface of plastic sheeting or of textile materials",8,"Raw hides and skins, leather, furskins and articles thereof; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-work gut)",129.999,2.4041753962851328e-6
2021,398,420239,"Cases and containers: of a kind normally carried in the pocket or in the handbag, with outer surface of vulcanised fibre or paperboard",8,"Raw hides and skins, leather, furskins and articles thereof; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-work gut)",9.062,1.6759080793802932e-7
2021,398,420291,"Cases and containers: with outer surface of leather, of composition leather or of patent leather, n.e.s. in heading no. 4202",8,"Raw hides and skins, leather, furskins and articles thereof; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-work gut)",137.914,2.550553816592957e-6
2021,398,420292,"Cases and containers: with outer surface of plastic sheeting or of textile materials, n.e.s. in heading no. 4202",8,"Raw hides and skins, leather, furskins and articles thereof; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-work gut)",620.6989999999998,1.147908264139559e-5
2021,398,420299,"Cases and containers: with outer surface of vulcanised fibre or paperboard, n.e.s. in heading no. 4202",8,"Raw hides and skins, leather, furskins and articles thereof; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-work gut)",85.53999999999999,1.581959579675461e-6
2021,398,420310,"Apparel: articles of apparel, of leather or of composition leather",8,"Raw hides and skins, leather, furskins and articles thereof; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-work gut)",126.191,2.333751009104818e-6
2021,398,420321,"Clothing accessories: gloves, mittens and mitts, specially designed for use in sports, of leather or composition leather, padded",8,"Raw hides and skins, leather, furskins and articles thereof; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-work gut)",0.358,6.620780097309037e-9
2021,398,420329,"Clothing accessories: gloves, mittens and mitts, n.e.s. in heading no. 4203, of leather or composition leather, not specially designed for use in sports",8,"Raw hides and skins, leather, furskins and articles thereof; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-work gut)",65.63,1.2137480385094752e-6
2021,398,420330,"Clothing accessories: belts and bandoliers, of leather or of composition leather",8,"Raw hides and skins, leather, furskins and articles thereof; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-work gut)",52.362,9.68372311327642e-7
2021,398,420340,"Clothing accessories: of leather or of composition leather, n.e.s. in heading no. 4203",8,"Raw hides and skins, leather, furskins and articles thereof; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-work gut)",1.927,3.563755097071094e-8
2021,398,420500,"Leather articles: n.e.s. in chapter 42, of leather or composition leather",8,"Raw hides and skins, leather, furskins and articles thereof; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-work gut)",7.975999999999999,1.4750654205624826e-7
2021,398,430219,"Furskins: tanned or dressed, whole, with or without head, tail or paws, not assembled, n.e.s. in heading no. 4302, excluding goods or heading no. 4303",8,"Raw hides and skins, leather, furskins and articles thereof; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-work gut)",191.859,3.548201811982164e-6
2021,398,430310,Furskin articles: apparel and clothing accessories,8,"Raw hides and skins, leather, furskins and articles thereof; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-work gut)",38.763000000000005,7.168751366256711e-7
2021,398,430390,Furskin articles: other than apparel and clothing accessories,8,"Raw hides and skins, leather, furskins and articles thereof; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-work gut)",4.234,7.83027456201298e-8
2021,398,430400,"Fur, artificial: articles thereof",8,"Raw hides and skins, leather, furskins and articles thereof; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-work gut)",9.407,1.7397116864632994e-7
2021,398,440122,"Wood: in chips or particles, non-coniferous",9,"Wood and articles of wood; wood charcoal; cork and articles of cork; manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",138.249,2.5567492393097125e-6
2021,398,440130,"Wood: sawdust, waste and scrap, whether or not agglomerated in logs, briquettes, pellets or similar forms",9,"Wood and articles of wood; wood charcoal; cork and articles of cork; manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",0.846,1.5645754084702363e-8
2021,398,440200,"Wood: charcoal (including shell or nut charcoal), whether or not agglomerated",9,"Wood and articles of wood; wood charcoal; cork and articles of cork; manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",227.143,4.200737021349348e-6
2021,398,440320,"Wood: coniferous, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated",9,"Wood and articles of wood; wood charcoal; cork and articles of cork; manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",2896.013,5.3558282770805135e-5
2021,398,440399,"Wood: in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, n.e.s. in heading no. 4403",9,"Wood and articles of wood; wood charcoal; cork and articles of cork; manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",1047.3870000000002,1.9370164815028554e-5
2021,398,440690,"Wood: railway or tramway sleepers (cross-ties), impregnated",9,"Wood and articles of wood; wood charcoal; cork and articles of cork; manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",7.5440000000000005,1.3951722082150665e-7
2021,398,440710,"Wood, coniferous: sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6mm",9,"Wood and articles of wood; wood charcoal; cork and articles of cork; manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",1799.982,3.328850558970535e-5
2021,398,440729,"Wood, tropical: (as specified in subheading note 1, chapter 44, customs tariff), n.e.c. in item no. 4407.2, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, thicker than 6mm",9,"Wood and articles of wood; wood charcoal; cork and articles of cork; manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",45.52,8.418377375125906e-7
2021,398,440799,"Wood: sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, thicker than 6mm, n.e.c. in heading no. 4407",9,"Wood and articles of wood; wood charcoal; cork and articles of cork; manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",258.427,4.779297034098556e-6
2021,398,440890,"Wood: n.e.c. in heading no. 4408, sheets for veneer or plywood, other wood sawn lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, not thicker than 6mm",9,"Wood and articles of wood; wood charcoal; cork and articles of cork; manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",52.49,9.707395176194174e-7
2021,398,440910,"Wood: coniferous (including unassembled strips and friezes for parquet flooring), continuously shaped along any edges, ends or faces, whether or not planed, sanded or end-jointed",9,"Wood and articles of wood; wood charcoal; cork and articles of cork; manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",5.296,9.794316032220297e-8
2021,398,440920,"Wood: non-coniferous (including unassembled strips and friezes for parquet flooring), continuously shaped along any edges, ends or faces, whether or not planed, sanded or end-jointed",9,"Wood and articles of wood; wood charcoal; cork and articles of cork; manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",1.3719999999999999,2.537349243996648e-8
2021,398,441021,"Wood: particle board and similar board of wood, whether or not agglomerated with resins or other organic binding substances, waferboard and oriented strand board, unworked or not further worked than sanded",9,"Wood and articles of wood; wood charcoal; cork and articles of cork; manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",922.409,1.7058846784298136e-5
2021,398,441032,"Wood: particle board and similar board of wood, whether or not agglomerated with resins or other organic binding substances, other than waferboard and oriented strand board, surface-covered with malamine-impregnated paper",9,"Wood and articles of wood; wood charcoal; cork and articles of cork; manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",430.05499999999995,7.953350795386139e-6
2021,398,441039,"Wood: particle board and similar board of wood, whether or not agglomerated with resins or other organic binding substances, n.e.c. in heading No.4410",9,"Wood and articles of wood; wood charcoal; cork and articles of cork; manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",6.376,1.1791646340905706e-7
2021,398,441119,"Wood: fibreboard of a density exceeding 0.8g/cm3, of wood or other ligneous materials, bonded or not with resins or other organic substances, mechanically worked or surface covered",9,"Wood and articles of wood; wood charcoal; cork and articles of cork; manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",1920.0550000000003,3.550911153558298e-5
2021,398,441121,"Wood: fibreboard of a density exceeding 0.5g/cm3 but not 0.8g/cm3, of wood or other ligneous materials, bonded or not with resins or other organic substances, not mechanically worked or surface covered",9,"Wood and articles of wood; wood charcoal; cork and articles of cork; manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",3.822,7.068330036847805e-8
2021,398,441139,"Wood: fibreboard of a density exceeding 0.35g/cm3 but not 0.5g/cm3, of wood or other ligneous materials, bonded or not with resins or other organic substances, mechanically worked or surface covered",9,"Wood and articles of wood; wood charcoal; cork and articles of cork; manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",7.228,1.3367318028868638e-7
2021,398,441214,"Plywood: consisting only of sheets of wood, each ply 6mm or thinner, with at least one outer ply of non-coniferous wood, (without an outer ply of tropical wood as specified in subheading note 1, chapter 44, customs tariff)",9,"Wood and articles of wood; wood charcoal; cork and articles of cork; manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",189.90499999999997,3.512064928434281e-6
2021,398,441219,"Plywood: consisting only of sheets of wood, each ply 6mm or thinner, not containing an outer ply of non-coniferous or tropical wood (as specified in subheading note 1, chapter 44, customs tariff)",9,"Wood and articles of wood; wood charcoal; cork and articles of cork; manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",225.873,4.1772498964231405e-06
2021,398,441299,"Plywood: not consisting only of sheets of wood, not containing an outer layer of non-coniferous wood, not containing a ply of tropical wood (in subheading note 1, chapter 44, customs tariff), not containing a layer of particle board",9,"Wood and articles of wood; wood charcoal; cork and articles of cork; manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",81.334,1.5041746604316572e-6
2021,398,441400,"Wooden frames: for paintings, photographs, mirrors or similar objects",9,"Wood and articles of wood; wood charcoal; cork and articles of cork; manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",0.265,4.9008567759410476e-9
2021,398,441510,"Wood: cases, boxes, crates, drums, similar packings and cable-drums",9,"Wood and articles of wood; wood charcoal; cork and articles of cork; manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",45.512,8.416897871193546e-7
