t,i,j,name,k,hs02_desc,v,q
2021,398,643,Russian Federation,190230,"Food preparations: pasta (excluding stuffed), cooked or otherwise prepared",19155.787,    16911.265
2021,398,643,Russian Federation,170490,"Sugar confectionery: (excluding chewing gum, including white chocolate), not containing cocoa",18534.996,    14654.458
2021,398,643,Russian Federation,392020,"Plastics: of polymers of propylene, plates, sheets, film, foil and strip, non-cellular and not reinforced, laminated, supported or similarly combined with other materials",18446.231,     7991.438
2021,398,643,Russian Federation,250100,Salt (including table salt and denatured salt): pure sodium chloride whether or not in aqueous solution: sea water,17225.476,   594126.383
2021,398,643,Russian Federation,300490,"Medicaments: consisting of mixed or unmixed products n.e.s. in heading no. 3004, for therapeutic or prophylactic uses, packaged for retail sale",16533.713,    10876.108
2021,398,643,Russian Federation,270210,"Lignite: whether or not pulverised, but not agglomerated, excluding jet",16050.832,  1516357.919
2021,398,643,Russian Federation,70200,"Vegetables: tomatoes, fresh or chilled",15486.597,    20625.498
2021,398,643,Russian Federation,40510,"Dairy produce: derived from milk, butter",15471.426,     3493.931
2021,398,643,Russian Federation,850421,"Electrical transformers: liquid dielectric, having a power handling capacity not exceeding 650kVA",15002.629,     6707.467
2021,398,643,Russian Federation,780110,"Lead: unwrought, refined",14841.418,     6820.653
2021,398,643,Russian Federation,90230,"Tea, black: (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3kg",14712.323,     2934.914
2021,398,643,Russian Federation,284910,"Carbides: of calcium, whether or not chemically defined",14544.83,    23695.164
2021,398,643,Russian Federation,220820,Spirits obtained by distilling grape wine or grape marc,14289.091,     4516.395
2021,398,643,Russian Federation,160430,Fish preparations: caviar and caviar substitutes,14276.67,     1557.061
2021,398,643,Russian Federation,720927,"Iron or non-alloy steel: (not in coils), flat-rolled, width 600mm or more, cold-rolled, of a thickness of 0.5mm or more but not exceeding 1mm",13928.315,    16540.684
2021,398,643,Russian Federation,903120,Test benches,13915.705,       23.983
2021,398,643,Russian Federation,180690,Chocolate and other food preparations containing cocoa: n.e.s. in chapter 18,13658.566,     5857.162
2021,398,643,Russian Federation,20711,"Meat and edible offal: of the poultry of heading no. 0105, of fowls of the species gallus domesticus, (not cut in pieces), fresh or chilled",12998.531,     8321.801
2021,398,643,Russian Federation,870421,"Vehicles: compression-ignition internal combustion piston engine (diesel or semi-diesel), for transport of goods, (of a gvw not exceeding 5 tonnes), nes in item no 8704.1",12884.87,     1956.628
2021,398,643,Russian Federation,721420,"Iron or non-alloy steel: bars and rods, hot-rolled, hot-drawn or hot-extruded, containing indentations, ribs, grooves or other deformations produced during the rolling process or twisted after rolling",12500.143,    16514.520
2021,398,643,Russian Federation,850422,"Electrical transformers: liquid dielectric, having a power handling capacity exceeding 650kVA but not exceeding 10,000kVA",12297.215,     4787.098
2021,398,643,Russian Federation,40120,"Dairy produce: milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content exceeding 1% but not exceeding 6% (by weight)",12246.573,    27657.422
2021,398,643,Russian Federation,381600,"Refractory cements, mortars, concretes and similar compositions: other than products of heading no. 3801",11834.658,    10410.679
2021,398,643,Russian Federation,392113,"Plastics: plates, sheets, film, foil and strip, of polyurethanes, cellular",11515.843,     3282.956
2021,398,643,Russian Federation,732510,Iron: articles of non-malleable cast iron,11479.188,    20585.595
2021,398,643,Russian Federation,20120,"Meat: of bovine animals, cuts with bone in (excluding carcasses and half-carcasses), fresh or chilled",11375.959,     3102.312
2021,398,643,Russian Federation,280920,Phosphoric acid and polyphosphoric acids,11367.878,    16201.420
2021,398,643,Russian Federation,711292,"Waste and scrap of precious metals: of platinum, including metal clad with platinum but excluding sweepings containing other precious metals",11221.798,       17.526
2021,398,643,Russian Federation,120600,"Oil seeds: sunflower seeds, whether or not broken",9940.163,    16356.759
2021,398,643,Russian Federation,740311,"Copper: refined, unwrought, cathodes and sections of cathodes",9924.64,     2471.788
2021,398,643,Russian Federation,720249,"Ferro-alloys: ferro-chromium, containing by weight 4% or less of carbon",9539.429,     3549.540
2021,398,643,Russian Federation,720854,"Iron or non-alloy steel: (not in coils), flat-rolled, of a width 600mm or more, hot-rolled, without patterns in relief, of a thickness of less than 3mm",9524.444,    12156.315
2021,398,643,Russian Federation,190531,"Food preparations: sweet biscuits, whether or not containing cocoa",9295.921,     4960.688
2021,398,643,Russian Federation,281810,Aluminium oxide: artificial corundum,9095,    14155.076
2021,398,643,Russian Federation,870870,Vehicles: road wheels and parts and accessories thereof,9042.098,     3786.816
2021,398,643,Russian Federation,40690,"Dairy produce: cheese (not grated, powdered or processed), n.e.s. in heading no. 0406",8891.742,     2885.791
2021,398,643,Russian Federation,271311,"Petroleum coke: (not calcined), obtained from bituminous minerals",8627.692,    44345.800
2021,398,643,Russian Federation,630231,"Bed linen: of cotton (not printed, knitted or crocheted)",8588.731,      697.422
2021,398,643,Russian Federation,20130,"Meat: of bovine animals, boneless cuts, fresh or chilled",8253.135,     2167.033
2021,398,643,Russian Federation,271113,"Petroleum gases and other gaseous hydrocarbons: liquefied, butanes",8201.016,    20643.282
2021,398,643,Russian Federation,630533,"Sacks and bags: of a kind used for the packing of goods, of man-made textile materials, of polyethylene or polypropylene strip or the like, not flexible intermediate bulk containers",8200.917,     5648.288
2021,398,643,Russian Federation,271390,Residues: of petroleum oils or of oils obtained from bituminous minerals,7866.617,    29295.032
2021,398,643,Russian Federation,720840,"Iron or non-alloy steel: (not in coils), flat-rolled, of a width 600mm or more, hot-rolled, with patterns in relief",7713.552,     9674.041
2021,398,643,Russian Federation,70310,"Vegetables, alliaceous: onions and shallots, fresh or chilled",7595.914,    39629.862
2021,398,643,Russian Federation,100640,"Cereals: rice, broken",7374.661,    27669.300
2021,398,643,Russian Federation,30379,"Fish: frozen, n.e.s. in heading no. 0303 (excluding fillets, livers, roes and other fish meat of heading no. 0304)",7320.035,    11169.530
2021,398,643,Russian Federation,110100,Wheat or meslin flour,7217.611,    22335.703
2021,398,643,Russian Federation,283711,Cyanides and cyanide oxides: of sodium,7206.591,     3080.000
2021,398,643,Russian Federation,220860,Vodka,6687.493,     9123.296
2021,398,643,Russian Federation,252329,"Cement: portland, other than white, whether or not artificially coloured",6603.694,   137285.950
2021,398,643,Russian Federation,720810,"Iron or non-alloy steel: in coils, flat-rolled, of a width 600mm or more, hot-rolled, with patterns in relief",6541.906,     9191.825
2021,398,643,Russian Federation,870431,"Vehicles: spark-ignition internal combustion piston engine, for transport of goods, (of a g.v.w. not exceeding 5 tonnes), nes in item no 8704.1",6306.174,      812.232
2021,398,643,Russian Federation,720851,"Iron or non-alloy steel: (not in coils), flat-rolled, of a width 600mm or more, hot-rolled, without patterns in relief, of a thickness exceeding 10mm",6305.138,     7362.830
2021,398,643,Russian Federation,720241,"Ferro-alloys: ferro-chromium, containing by weight more than 4% of carbon",6213.95,     5769.980
2021,398,643,Russian Federation,811219,Beryllium and articles thereof: wrought other than waste and scrap,6196.34,        5.887
2021,398,643,Russian Federation,480519,"Paper and paperboard: uncoated, fluting paper other than semi-chemical or straw, rolls or sheets",6086.562,    11282.602
2021,398,643,Russian Federation,390760,Poly(ethylene terephthalate): in primary forms,5930.269,     6826.837
2021,398,643,Russian Federation,283531,Polyphosphates: sodium triphosphate (sodium tripolyphosphate),5808.925,     8846.332
2021,398,643,Russian Federation,330300,Perfumes and toilet waters,5743.2,      269.616
2021,398,643,Russian Federation,210500,Ice cream and other edible ice: whether or not containing cocoa,5677.749,     2079.477
2021,398,643,Russian Federation,760120,"Aluminium: unwrought, alloys",5664.437,     2591.283
2021,398,643,Russian Federation,252321,"Cement: portland, white, whether or not artificially coloured",5637.673,   111730.170
2021,398,643,Russian Federation,110311,Cereal groats and meal: of wheat,5557.609,    10773.575
2021,398,643,Russian Federation,20714,"Meat and edible offal: of the poultry of heading no. 0105, of fowls of the species gallus domesticus, cuts and offal, frozen",5532.477,     3784.064
2021,398,643,Russian Federation,252921,Fluorspar: containing by weight 97% or less of calcium fluoride,5527.136,    14132.000
2021,398,643,Russian Federation,190532,"Food preparations: waffles and wafers, whether or not containing cocoa",5440.673,     3259.589
2021,398,643,Russian Federation,300440,"Medicaments: containing alkaloids or their derivatives (but not hormones or antibiotics), for therapeutic or prophylactic uses, packaged for retail sale",5394.808,      207.218
2021,398,643,Russian Federation,230990,"Dog or cat food: (not put up for retail sale), used in animal feeding",5312.401,     5170.804
2021,398,643,Russian Federation,870422,"Vehicles: compression-ignition internal combustion piston engine (diesel or semi-diesel), for transport of goods, (of a g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes), nes in item no 8704.1",5180.765,     1294.864
2021,398,643,Russian Federation,760511,"Aluminium: (not alloyed), wire, maximum cross-sectional dimension exceeds 7mm",4830.861,     1904.039
2021,398,643,Russian Federation,281910,Chromium trioxide,4767.179,     2495.760
2021,398,643,Russian Federation,731210,"Iron or steel: stranded wire, ropes and cables, not electrically insulated",4684.682,     3562.221
2021,398,643,Russian Federation,720250,Ferro-alloys: ferro-silico-chromium,4644.4,     2151.430
2021,398,643,Russian Federation,260200,"Manganese ores and concentrates, including ferruginous manganese ores and concentrates with a manganese content of 20% or more, calculated on the dry weight",4556.111,    85841.176
2021,398,643,Russian Federation,270799,Oils and other products of the distillation of high temperature coal tar: n.e.s. in heading no. 2707,4540.863,    24333.654
2021,398,643,Russian Federation,200290,"Vegetable preparations: tomatoes, (other than whole or in pieces), prepared or preserved otherwise than by vinegar or acetic acid",4532.32,     5188.265
2021,398,643,Russian Federation,180632,"Chocolate and other food preparations containing cocoa: in blocks, slabs or bars, (not filled), weighing 2kg or less",4399.24,      783.796
2021,398,643,Russian Federation,270111,"Coal: anthracite, whether or not pulverised, but not agglomerated",4257.287,   454984.795
2021,398,643,Russian Federation,392330,"Plastics: carboys, bottles, flasks and similar articles, for the conveyance or packing of goods",4241.301,    10211.210
2021,398,643,Russian Federation,860691,"Railway or tramway goods vans and wagons: covered and closed, not self-propelled",4190.067,     4267.100
2021,398,643,Russian Federation,80719,"Fruit, edible: melons, (other than watermelons), fresh",4172.271,    10821.042
2021,398,643,Russian Federation,292250,"Amino-alcohol-phenols, amino-acid-phenols and other amino-compounds with oxygen function",4108.946,     2396.300
2021,398,643,Russian Federation,20727,"Meat and edible offal: of the poultry of heading no. 0105, of turkeys, cuts and offal, frozen",4086.336,     2462.038
2021,398,643,Russian Federation,520512,"Cotton yarn: (not sewing thread), single, of uncombed fibres, 85% or more by weight of cotton, less than 714.29 but not less than 232.56 decitex (exceeding 14 but not exceeding 43 metric number), not for retail sale",4075.528,     1556.068
2021,398,643,Russian Federation,732429,Iron (other than cast) or steel: baths,4010.327,     1941.472
2021,398,643,Russian Federation,40310,"Dairy produce: yoghurt, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit or cocoa",3955.793,     4532.749
2021,398,643,Russian Federation,720918,"Iron or non-alloy steel: in coils, flat-rolled, width 600mm or more, cold-rolled, of a thickness of less than 0.5mm",3925.592,     4637.990
2021,398,643,Russian Federation,680620,"Exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials (including intermixtures thereof)",3895.659,    12303.369
2021,398,643,Russian Federation,270600,"Tar: distilled from coal, lignite or peat, and other mineral tars, whether or not dehydrated or partially distilled, including reconstituted tars",3864.231,    29594.480
2021,398,643,Russian Federation,100630,"Cereals: rice, semi-milled or wholly milled, whether or not polished or glazed",3829.895,     8594.500
2021,398,643,Russian Federation,300230,Vaccines: for veterinary medicine,3814.263,       27.473
2021,398,643,Russian Federation,847490,"Machines, for sorting, screening, separating, washing, crushing etc mineral substances, for agglomerating, shaping or moulding solid fuels, ceramic pastes etc, for forming foundry moulds of sand: parts",3769.399,     1886.471
2021,398,643,Russian Federation,730890,"Iron or steel: structures and parts thereof, n.e.s. in heading no. 7308",3567.503,     2665.924
2021,398,643,Russian Federation,190219,"Food preparations: pasta, uncooked (excluding that containing eggs), not stuffed or otherwise prepared",3526.047,     6863.833
2021,398,643,Russian Federation,720410,Ferrous waste and scrap: of cast iron,3494.805,    11397.288
2021,398,643,Russian Federation,250830,"Clays (excluding expanded clays of heading no. 6806): fireclay, whether or not calcined",3426.348,   133110.650
2021,398,643,Russian Federation,261900,"Slag, dross: (other than granulated slag), scalings and other waste from the manufacture of iron or steel",3380.825,    33254.944
2021,398,643,Russian Federation,401699,"Rubber: vulcanised (other than hard rubber), articles n.e.s. in heading no. 4016, of non-cellular rubber",3370.675,      381.814
2021,398,643,Russian Federation,20230,"Meat: of bovine animals, boneless cuts, frozen",3340.908,      656.827
2021,398,643,Russian Federation,230649,"Oil-cake and other solid residues: whether or not ground or in the form of pellets, resulting from the extraction of rape seed oils (other than low erucic acid rape or colza)",3317.939,    11731.832
2021,398,643,Russian Federation,261400,Titanium ores and concentrates,3293.802,    20088.800
2021,398,643,Russian Federation,721699,"Iron or non-alloy steel: angles, shapes and sections, n.e.s. in heading no. 7216",3279.012,     4515.091
2021,398,643,Russian Federation,732290,"Air heaters and hot air distributors, (not electrically heated), incorporating a motor-driven fan or blower and parts thereof, of iron or steel",3193.541,        7.199
2021,398,643,Russian Federation,854190,"Electrical apparatus: parts for diodes, transistors and similar semiconductor devices and photosensitive semiconductor devices",3158.143,        5.624
2021,398,643,Russian Federation,251110,Barium sulphate (barytes): natural,3124.491,    45813.500
2021,398,643,Russian Federation,480591,"Paper and paperboard: uncoated, weight 150g/m2 or less, in rolls or sheets, n.e.c. in heading no.4805",3083.324,     5183.775
2021,398,643,Russian Federation,680610,"Slag wool, rock wool and similar mineral wools (including intermixtures thereof), in bulk, sheets or rolls",3061.796,     5813.711
2021,398,643,Russian Federation,151710,Margarine: excluding liquid margarine,3028.064,     2712.928
2021,398,643,Russian Federation,848299,"Bearings: parts, (other than balls, needles and rollers)",2972.539,      846.553
2021,398,643,Russian Federation,720229,"Ferro-alloys: ferro-silicon, containing by weight 55% or less of silicon",2913.992,     2492.462
2021,398,643,Russian Federation,870323,"Vehicles: spark-ignition internal combustion reciprocating piston engine, cylinder capacity exceeding 1500cc but not exceeding 3000cc",2884.537,      436.233
2021,398,643,Russian Federation,290243,Cyclic hydrocarbons: p-xylene,2855.672,     3235.714
2021,398,643,Russian Federation,70700,"Vegetables: cucumbers and gherkins, fresh or chilled",2852.151,     4100.350
2021,398,643,Russian Federation,810320,"Tantalum: unwrought, including bars and rods obtained simply by sintering, powders",2850.453,        5.915
2021,398,643,Russian Federation,470610,Pulp: cotton linters pulp,2780.65,     1767.761
2021,398,643,Russian Federation,852520,"Transmission apparatus: for radio-telephony, radio-telegraphy, radio-broadcasting or television, with reception apparatus, with or without sound recording or reproducing apparatus",2717.649,       29.091
2021,398,643,Russian Federation,220290,"Non-alcoholic beverages: n.e.s. in item no. 2202.10, not including fruit or vegetable juices of heading no. 2009",2656.677,     9276.755
2021,398,643,Russian Federation,720836,"Iron or non-alloy steel: in coils, without patterns in relief, flat-rolled, of a width 600mm or more, hot-rolled, of a thickness exceeding 10mm",2635.852,     3311.622
2021,398,643,Russian Federation,80711,"Fruit, edible: watermelons, fresh",2599.023,    12783.229
2021,398,643,Russian Federation,190590,"Food preparations: bakers' wares n.e.s. in heading no. 1605, whether or not containing cocoa: communion wafers, empty cachets suitable for pharmaceutical use, sealing wafers, rice papers and similar products",2578.684,     1715.025
2021,398,643,Russian Federation,230620,"Oil-cake and other solid residues: whether or not ground or in the form of pellets, resulting from the extraction of linseed oils",2578.153,     9027.251
2021,398,643,Russian Federation,220210,"Waters: including mineral and aerated, containing added sugar or other sweetening matter or flavoured",2526.885,     6980.741
2021,398,643,Russian Federation,190211,"Food preparations: pasta, containing eggs, uncooked, not stuffed or otherwise prepared",2504.415,     2119.381
2021,398,643,Russian Federation,870510,Vehicles: crane lorries,2454.965,      231.650
2021,398,643,Russian Federation,300450,"Medicaments: containing vitamins or their derivatives, for therapeutic or prophylactic use, packaged for retail sale",2447.144,       49.831
2021,398,643,Russian Federation,840310,Boilers: central heating boilers (excluding those of heading no. 8402),2446.457,      989.237
2021,398,643,Russian Federation,110710,Malt: not roasted,2438.296,     6141.100
2021,398,643,Russian Federation,271112,"Petroleum gases and other gaseous hydrocarbons: liquefied, propane",2425.559,     6590.900
2021,398,643,Russian Federation,810390,Tantalum: articles n.e.s. in heading no. 8103,2414.663,        4.094
2021,398,643,Russian Federation,30559,"Fish: dried (whether or not salted but not smoked), n.e.s. in item no. 0305.51",2389.91,     1162.322
2021,398,643,Russian Federation,160419,"Fish preparations: fish prepared or preserved, whole or in pieces (but not minced), n.e.s. in heading no. 1604",2383.779,      129.060
2021,398,643,Russian Federation,720990,"Iron or non-alloy steel: flat-rolled, width 600mm or more, cold-rolled, n.e.s. in heading no. 7209",2371.366,     2435.200
2021,398,643,Russian Federation,830990,"Stoppers: caps and lids, of base metal",2333.588,      331.625
2021,398,643,Russian Federation,853710,"Boards, panels, consoles, desks and other bases: for electric control or the distribution of electricity, (other than switching apparatus of heading no. 8517), for a voltage not exceeding 1000 volts",2208.02,       23.568
2021,398,643,Russian Federation,190220,"Food preparations: pasta, stuffed (with meat or other substances), whether or not cooked or otherwise prepared",2197.193,     1379.532
2021,398,643,Russian Federation,850423,"Electrical transformers: liquid dielectric, having a power handling capacity exceeding 10,000kVA",2192.624,      308.380
2021,398,643,Russian Federation,80810,"Fruit, edible: apples, fresh",2182.299,     4460.193
2021,398,643,Russian Federation,710812,"Metals: gold, non-monetary, unwrought (but not powder)",2181.999,        0.048
2021,398,643,Russian Federation,60310,"Flowers, cut: flowers, buds of a kind suitable for bouquets or for ornamental purposes, fresh",2177.535,      709.491
2021,398,643,Russian Federation,732690,Iron or steel: articles n.e.s. in heading no. 7326,2150.248,     1620.657
2021,398,643,Russian Federation,40700,"Eggs: birds' eggs, in the shell, fresh, preserved or cooked",2141.362,     2465.138
2021,398,643,Russian Federation,847432,Machines: for mixing mineral substances with bitumen,2127.474,      831.759
2021,398,643,Russian Federation,40390,"Dairy produce: buttermilk, curdled milk or cream, kephir, fermented or acidified milk or cream, whether or not concentrated or containing added sweetening, flavouring, fruit or cocoa (excluding yoghurt)",2125.453,     4131.213
2021,398,643,Russian Federation,170230,"Sugars: glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose, the syrup not containing added flavouring or colouring matter",2111.979,     6052.488
2021,398,643,Russian Federation,270400,"Coke and semi-coke: of coal, lignite or peat, whether or not agglomerated: retort carbon",2102.786,    13100.706
2021,398,643,Russian Federation,251710,"Pebbles, gravel, broken or crushed stone: of a kind commonly used for concrete aggregates, for road metalling or for railway or other ballast, shingle and flint, whether or not heat-treated",2094.944,   395349.580
2021,398,643,Russian Federation,722540,"Steel, alloy: flat-rolled, width 600mm or more, hot-rolled, not in coils",2081.636,     2771.890
2021,398,643,Russian Federation,740931,"Copper: strip, of a thickness exceeding 0.15mm, of copper-tin base alloys (bronze), in coils",2057.532,      161.945
2021,398,643,Russian Federation,271119,"Petroleum gases and other gaseous hydrocarbons: liquefied, n.e.s. in heading no. 2711",2037.345,     6459.835
2021,398,643,Russian Federation,690220,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods: containing by weight more than 50% of alumina (Al2o3), of silica (SiO2) or of a mixture or compound of these",1962.333,      731.370
2021,398,643,Russian Federation,110900,Wheat gluten: whether or not dried,1939.831,     1299.748
2021,398,643,Russian Federation,470790,"Paper or paperboard: waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",1914.229,     9027.433
2021,398,643,Russian Federation,20726,"Meat and edible offal: of the poultry of heading no. 0105, of turkeys, cuts and offal, fresh or chilled",1913.078,      783.500
2021,398,643,Russian Federation,262019,"Ash and residues: (not from the manufacture of iron or steel), containing mainly zinc, other than hard zinc spelter",1901.659,     1041.947
2021,398,643,Russian Federation,620323,"Ensembles: men's or boys', of synthetic fibres (not knitted or crocheted)",1857.944,      198.640
2021,398,643,Russian Federation,842139,"Machinery: for filtering or purifying gases, other than intake air filters for internal combustion engines",1834.555,      798.752
2021,398,643,Russian Federation,290270,Cyclic hydrocarbons: cumene,1830.005,     2205.500
2021,398,643,Russian Federation,840999,Engines: parts for internal combustion piston engines (excluding spark-ignition),1812.358,       51.217
2021,398,643,Russian Federation,391721,"Plastics: tubes, pipes and hoses thereof, rigid, of polymers of ethylene",1802.149,      799.619
2021,398,643,Russian Federation,854710,"Insulating fittings: of ceramics, for electrical machines, of insulating material only (except minor assembly parts), excluding those of heading no. 8546",1784.957,        0.192
2021,398,643,Russian Federation,847989,"Machines and mechanical appliances: n.e.s. in item no. 8479.8, having individual functions",1768.797,       92.694
2021,398,643,Russian Federation,180631,"Chocolate and other food preparations containing cocoa: in blocks, slabs or bars, filled, weighing 2kg or less",1745.923,      609.751
2021,398,643,Russian Federation,290220,Cyclic hydrocarbons: benzene,1745.592,     2416.320
2021,398,643,Russian Federation,250621,Quartzite: crude or roughly trimmed,1723.857,     1525.694
2021,398,643,Russian Federation,853720,"Boards, panels, consoles, desks and other bases: for electric control or the distribution of electricity, (other than switching apparatus of heading no. 8517), for a voltage exceeding 1000 volts",1720.383,      162.295
2021,398,643,Russian Federation,740829,"Copper: wire, of copper alloys (other than copper-zinc base alloys, copper-nickel base alloys or copper-nickel-zinc base alloys)",1718.389,      165.030
2021,398,643,Russian Federation,843049,Boring and sinking machinery: not self-propelled,1695.814,      313.158
2021,398,643,Russian Federation,110811,Starch: wheat,1679.547,     5581.004
2021,398,643,Russian Federation,40299,"Dairy produce: milk and cream, containing added sugar or other sweetening matter, other than in powder, granules or other solid forms",1622.884,      721.773
2021,398,643,Russian Federation,401693,"Rubber: vulcanised (other than hard rubber), gaskets, washers and other seals, of non-cellular rubber",1613.107,      686.460
2021,398,643,Russian Federation,230630,"Oil-cake and other solid residues: whether or not ground or in the form of pellets, resulting from the extraction of sunflower seed oils",1609.814,     8021.960
2021,398,643,Russian Federation,853229,"Electrical capacitors: fixed, n.e.s. in heading no. 8532",1607.302,      179.761
2021,398,643,Russian Federation,730210,"Iron or steel, railway or tramway track construction material: rails",1596.35,     2004.338
2021,398,643,Russian Federation,843149,"Machinery: parts of machines handling earth, minerals or ores and n.e.s. in heading no. 8431",1588.214,      736.871
2021,398,643,Russian Federation,210690,Food preparations: n.e.s. in item no. 2106.10,1585.112,      366.931
2021,398,643,Russian Federation,230230,"Bran, sharps and other residues: of wheat, whether or not in the form of pellets, derived from the sifting, milling or other workings thereof",1573.128,    11248.806
2021,398,643,Russian Federation,300210,"Blood: human or animal, antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes",1555.236,        0.091
2021,398,643,Russian Federation,220300,Beer: made from malt,1520.577,     4789.160
2021,398,643,Russian Federation,850440,Electrical static converters,1513.765,      100.578
2021,398,643,Russian Federation,20712,"Meat and edible offal: of the poultry of heading no. 0105, of fowls of the species gallus domesticus, (not cut in pieces), frozen",1509.178,     1483.532
2021,398,643,Russian Federation,401519,"Rubber: vulcanised (other than hard rubber), gloves, mittens and mitts other than surgical gloves",1486.86,       78.695
2021,398,643,Russian Federation,611599,"Hosiery and footwear: without applied soles, of textile materials n.e.s. in item no. 6115.9, knitted or crocheted (excluding tights, full or knee-length hosiery of less than 67 decitex per single yarn)",1485.713,      129.761
2021,398,643,Russian Federation,392690,Plastics: other articles n.e.s. in chapter 39,1480.656,      292.191
2021,398,643,Russian Federation,220190,"Waters: other than mineral and aerated, (not containing added sugar or other sweetening matter nor flavoured), ice and snow",1474.1,     6697.316
2021,398,643,Russian Federation,630532,"Sacks and bags: of a kind used for the packing of goods, of man-made textile materials, flexible intermediate bulk containers",1470.744,      827.667
2021,398,643,Russian Federation,848210,Ball bearings,1462.68,      391.898
2021,398,643,Russian Federation,20220,"Meat: of bovine animals, cuts with bone in (excluding carcasses and half-carcasses), frozen",1460.724,      439.644
2021,398,643,Russian Federation,283539,Polyphosphates: (other than sodium triphosphate (sodium tripolyphosphate)),1451.246,     1218.000
2021,398,643,Russian Federation,480593,"Paper and paperboard: uncoated, weight 225/m2 or more, in rolls or sheets, n.e.c. in heading no. 4805",1449.614,     2565.759
2021,398,643,Russian Federation,70490,"Vegetables, brassica: edible, n.e.s. in heading no. 0704, fresh or chilled",1447.364,     8144.319
2021,398,643,Russian Federation,870390,"Vehicles: for transport of persons (other than those of heading no. 8702) n.e.s. in heading no. 8703, including station wagons and racing cars",1439.195,       94.981
2021,398,643,Russian Federation,870880,"Vehicles: parts, suspension shock-absorbers",1435.462,      201.419
2021,398,643,Russian Federation,380840,"Disinfectants and similar products: in forms, packings or articles for retail sale",1434.062,      449.283
2021,398,643,Russian Federation,230641,"Oil-cake and other solid residues: whether or not ground or in the form of pellets, resulting from the extraction of low erucic acid rape or colza seed oils",1416.647,     4632.110
2021,398,643,Russian Federation,391620,"Vinyl chloride polymers: monofilament, of which any cross-sectional dimension exceeds 1mm, rods, sticks and profile shapes, whether or not surface-worked but not otherwise worked",1415.18,      756.582
2021,398,643,Russian Federation,860692,"Railway or tramway goods vans and wagons: open, with non-removable sides of a height exceeding 60cm, not self-propelled",1410.499,     2261.000
2021,398,643,Russian Federation,721631,"Iron or non-alloy steel: U sections, hot-rolled, hot-drawn or extruded, of a height of 80mm or more",1388.659,     1801.676
2021,398,643,Russian Federation,732619,"Iron or steel: articles n.e.s. in item no. 7326.11, forged or stamped, but not further worked",1362.906,     1381.181
2021,398,643,Russian Federation,300420,"Medicaments: containing antibiotics (other than penicillins, streptomycins or their derivatives), for therapeutic or prophylactic uses, packaged for retail sale",1356.888,      155.538
2021,398,643,Russian Federation,283329,Sulphates: n.e.s. in item no. 2833.2,1309.79,     1668.397
2021,398,643,Russian Federation,281990,Chromium oxides and hydroxides: excluding chromium trioxide,1290.241,      520.479
2021,398,643,Russian Federation,720421,Ferrous waste and scrap: of stainless steel,1281.544,     1761.159
2021,398,643,Russian Federation,40610,"Dairy produce: fresh cheese (including whey cheese), not fermented, and curd",1270.095,      556.704
2021,398,643,Russian Federation,731100,"Containers for compressed or liquefied gas, of iron or steel",1258.414,      203.981
2021,398,643,Russian Federation,950390,Toys: n.e.s. in heading no. 9503,1205.433,      209.247
2021,398,643,Russian Federation,845221,"Sewing machines: (not household type), automatic units",1188.616,      218.813
2021,398,643,Russian Federation,520532,"Cotton yarn: (not sewing thread), multiple or cabled, of uncombed fibres, 85% or more by weight of cotton, 714.28 to 232.56 decitex (15 to 43 metric number) per single yarn, not for retail sale",1182.186,      401.908
2021,398,643,Russian Federation,901310,"Optical appliances and instruments: telescopic sights for fitting to arms: periscopes: telescopes designed to form parts of machines, appliances, instruments or apparatus of this chapter",1177.385,        8.607
2021,398,643,Russian Federation,681410,"Mica: plates, sheets and strips of agglomerated or reconstituted mica, whether or not on a support of paper, paperboard or other materials",1175.39,       53.572
2021,398,643,Russian Federation,710813,"Metals: gold, semi-manufactured",1164.263,        0.026
2021,398,643,Russian Federation,845590,Metal-rolling mills: parts thereof,1156.94,     1246.792
2021,398,643,Russian Federation,280700,Sulphuric acid: oleum,1155.453,    25481.892
2021,398,643,Russian Federation,200799,"Jams, fruit jellies, marmalades, purees and pastes: of fruit or nuts n.e.s. in heading no. 2007, cooked preparations (excluding homogenised), whether or not containing added sugar or other sweetening matter",1154.83,     1404.879
2021,398,643,Russian Federation,843041,"Boring or sinking machinery: self-propelled, n.e.s. in heading no. 8430",1148.107,      635.000
2021,398,643,Russian Federation,392010,"Plastics: plates, sheets, film, foil and strip, of polymers of ethylene, non-cellular and not reinforced, laminated, supported or similarly combined with other materials",1143.831,      657.256
2021,398,643,Russian Federation,870899,"Vehicles: parts and accessories, n.e.s. in heading no. 8708",1136.684,      172.927
2021,398,643,Russian Federation,90240,"Tea, black: (fermented) and partly fermented tea, in immediate packings of a content exceeding 3kg",1128.377,      220.480
