s,i,t,current_level,current_growth,constant_level,constant_growth,name_short
49,27,2009,35.76523915557763,0.3091948869243548,40.75268335202338,0.47287895927966495,Telecommunications
49,27,2010,20.23950343416675,-0.43410126950009853,20.23950343416675,-0.5033577725585068,Telecommunications
49,27,2011,28.23016581998718,0.3948052585287849,27.487037153812906,0.35808851453397983,Telecommunications
49,27,2012,28.67613151782417,0.015797487718660186,26.985091686252296,-0.018261170338287336,Telecommunications
49,27,2013,43.888842112322386,0.5305007959334571,39.12843270634189,0.4500018440284228,Telecommunications
49,27,2014,51.29784053364547,0.16881280217786632,50.0554492498955,0.27926026645535873,Telecommunications
49,27,2015,53.21010484463309,0.03727767662526449,61.01869503656943,0.2190220235950997,Telecommunications
49,27,2016,42.7055351298234,-0.1974168204607326,67.16841837130971,0.10078424868074709,Telecommunications
49,27,2017,41.07205986963375,-0.03824973168522405,58.53369712687225,-0.12855329117181802,Telecommunications
49,27,2018,38.42408134899027,-0.0644715295275764,52.557937645666534,-0.10209092838016376,Telecommunications
49,27,2019,43.29965117972834,0.1268883902898097,61.09470235192455,0.1624257931087576,Telecommunications
49,27,2020,37.908802457292325,-0.12450097346187994,51.907540762594934,-0.15037574839809675,Telecommunications
49,27,2021,42.81511010502927,0.12942396830562886,57.780550897853125,0.11314367910664602,Telecommunications
49,27,2022,22.688417506837833,-0.47008386872809316,29.467871779696836,-0.4900036202183089,Telecommunications
49,28,2007,27.384184768582898,NA,32.14177357806363,NA,Finance
49,28,2008,56.31694580304269,1.0565500225390507,57.192018522824476,0.7793672270113103,Finance
49,28,2009,42.56412802400897,-0.24420389960654942,46.01522384117054,-0.19542577741321454,Finance
49,28,2010,30.12570471454104,-0.292227842714218,30.12570471454104,-0.3453100474198475,Finance
49,28,2011,34.834674250917125,0.15631068487845745,30.579492576402778,0.015063145116824606,Finance
49,28,2012,37.183766235570694,0.06743545146232344,32.368939407648114,0.058517871961884405,Finance
49,28,2013,21.31039302233062,-0.4268898721199281,16.305492017296018,-0.4962611591332101,Finance
49,28,2014,28.86964036329675,0.3547211603767695,23.781698024026483,0.4585084583035026,Finance
49,28,2015,27.98415583080014,-0.03067182414999403,26.041826174261278,0.09503644979224801,Finance
49,28,2016,23.358017789474932,-0.16531276016672092,27.025922430822312,0.03778906479045907,Finance
49,28,2017,31.531009788131115,0.3499009236279851,32.54950327829947,0.2043808444139419,Finance
49,28,2018,26.094672486265203,-0.17241240729030682,27.082201659712798,-0.16796881881241132,Finance
49,28,2019,50.976908280648566,0.9535370029066277,53.565139539596714,0.9778724127617608,Finance
49,28,2020,61.95996967865903,0.21545169702219402,64.00691599706185,0.19493604510721596,Finance
49,28,2021,72.96238402514382,0.1775729459447164,72.8557534887988,0.13824814637441896,Finance
49,28,2022,54.34564341900586,-0.2551553222236047,51.69777654188988,-0.29040914318677447,Finance
49,29,2007,0,NA,0,NA,Real estate
49,29,2008,0,NA,0,NA,Real estate
49,29,2009,0,NA,0,NA,Real estate
49,29,2010,0,NA,0,NA,Real estate
49,29,2011,0,NA,0,NA,Real estate
49,29,2012,0,NA,0,NA,Real estate
49,29,2013,36.56648282007847,Inf,27.98621884894893,Inf,Real estate
49,29,2014,12.288449860641489,-0.6639422522230122,10.070909480099466,-0.6401475478178897,Real estate
49,29,2015,15.10321224294856,0.22905756334022542,14.181775114433615,0.40819209451315075,Real estate
49,29,2016,15.098606534709653,-3.049489184697718e-4,17.461333778298336,0.23125163369195745,Real estate
49,29,2017,25.813747901296725,0.7096775018247157,26.761072767217435,0.532590414168544,Real estate
49,29,2018,21.604166154595447,-0.16307518624561357,22.5289450278665,-0.15814492102630995,Real estate
49,29,2019,23.698134896202948,0.09692430277676278,25.100650705251176,0.11415118081222553,Real estate
49,29,2020,11.639009635759193,-0.5088638963894132,12.071761803915624,-0.5190657825699254,Real estate
49,29,2021,12.847824952716184,0.10385894975488985,12.933365287715853,0.07137346625914676,Real estate
49,29,2022,8.675555604071512,-0.3247451894775858,8.282249202322438,-0.3596214892199061,Real estate
49,30,2007,152.6541923997277,NA,177.87394139667342,NA,Other business services
49,30,2008,118.79957875390805,-0.22177323212434763,119.88812699610041,-0.32599386928330276,Other business services
49,30,2009,124.1653581799467,0.04516665363901495,133.7712621585692,0.11580075116963284,Other business services
49,30,2010,107.5144057250974,-0.134103043706586,107.5144057250974,-0.1962817425042125,Other business services
49,30,2011,125.63354427319291,0.16852754220140653,110.90048985697693,0.03149423660060369,Other business services
49,30,2012,141.60330395806162,0.12711381961924206,124.49463603701855,0.12257967658730218,Other business services
49,30,2013,173.47606305474804,0.22508485470173856,136.59954079148852,0.09723233980033141,Other business services
49,30,2014,193.83928066299987,0.11738344328130923,163.48981450150222,0.19685478848761417,Other business services
49,30,2015,151.9050124379876,-0.21633524475318944,146.68586977616633,-0.10278282336164435,Other business services
49,30,2016,203.28728749005066,0.3382526634730958,234.15749143567518,0.5963193441398631,Other business services
49,30,2017,147.04390466640479,-0.2766694539440817,152.00239667477152,-0.3508540096547468,Other business services
49,30,2018,166.65360677654363,0.13335950343964909,172.98534982758574,0.13804356781103855,Other business services
49,30,2019,192.6391359007393,0.15592539295617036,196.06047162680213,0.13339350310425324,Other business services
49,30,2020,153.05648995449528,-0.20547562031548805,155.98911907843967,-0.20438261836193894,Other business services
49,30,2021,172.76839903369336,0.12878845637358172,169.12470099194297,0.08420832165157632,Other business services
49,30,2022,110.35426675304289,-0.3612589607227792,100.19278530907222,-0.4075804142066429,Other business services
49,31,2007,56.95960877133853,NA,64.02514805405018,NA,Public administration
49,31,2008,72.42644125185471,0.27154035665179865,70.55733126713139,0.1020252730624962,Public administration
49,31,2009,50.038203284507766,-0.3091169133865682,53.31181888477673,-0.2444184335297891,Public administration
49,31,2010,65.034132942821,0.2996896106170963,65.034132942821,0.21988208812345733,Public administration
49,31,2011,57.62723225834284,-0.1138925107372527,51.58949263225025,-0.20673206056873994,Public administration
49,31,2012,76.85289790189351,0.3336211872428998,69.15474044160017,0.3404811118140232,Public administration
49,31,2013,0,-1,0,-1,Public administration
49,31,2014,0,NA,0,NA,Public administration
49,31,2015,0,NA,0,NA,Public administration
49,31,2016,0,NA,0,NA,Public administration
49,31,2017,0,NA,0,NA,Public administration
49,31,2018,2.375715868773869e-13,Inf,2.4702453980500944e-13,Inf,Public administration
49,31,2019,3.8724625503514186e-12,15.300192296775098,3.188748410910698e-12,11.908630103825956,Public administration
49,31,2020,0,-1,0,-1,Public administration
49,31,2021,0,NA,0,NA,Public administration
49,31,2022,0,NA,0,NA,Public administration
49,32,2007,-9.66815260421767e-13,NA,0,NA,Education
49,32,2008,0,-1,0,NA,Education
49,32,2009,0,NA,0,NA,Education
49,32,2010,2.6545302775419935e-13,Inf,2.6545302775419935e-13,Inf,Education
49,32,2011,0,-1,0,-1,Education
49,32,2012,0,NA,0,NA,Education
49,32,2013,3.0104015473831528e-5,Inf,2.37464653630822e-5,Inf,Education
49,32,2014,3.09377695417578e-5,0.027695775955570934,2.580791598783147e-5,0.08681084082324686,Education
49,32,2015,0,-1,0,-1,Education
49,32,2016,0,NA,0,NA,Education
49,32,2017,0,NA,0,NA,Education
49,32,2018,4.017914453373545,Inf,4.17277534509653,Inf,Education
49,32,2019,3.349988496290769,-0.1662369781223112,3.564397215837829,-0.14579700054392142,Education
49,32,2020,2.7037702227316327,-0.1929016395950771,2.8897496003049516,-0.1892739710757232,Education
49,32,2021,3.728673963998947,0.37906466039553055,3.7871038179696215,0.310530094915481,Education
49,32,2022,2.082468451933704,-0.4414989156895103,1.966702229639809,-0.48068436352129995,Education
49,33,2007,0,NA,0,NA,Social work
49,33,2008,0,NA,0,NA,Social work
49,33,2009,0,NA,0,NA,Social work
49,33,2010,0,NA,0,NA,Social work
49,33,2011,0,NA,0,NA,Social work
49,33,2012,1.2800805182510057e-12,Inf,7.055443637042143e-13,Inf,Social work
49,33,2013,7.956055986748732e-7,621526.77683229,6.338898486718533e-7,898439.8086599063,Social work
49,33,2014,9.208062470982882e-7,0.1573652179320304,7.854477200692272e-7,0.23909181021737913,Social work
49,33,2015,0,-1,0,-1,Social work
49,33,2016,0,NA,0,NA,Social work
49,33,2017,1.6769304918381746e-14,Inf,1.8259101451745325e-14,Inf,Social work
49,33,2018,0.23869778459912955,14234208618716.4,0.247543843107108,13557285048297.264,Social work
49,33,2019,0.2672259287799958,0.11951574761691464,0.28494635215361436,0.15109448321169894,Social work
49,33,2020,0.7388165124423096,1.7647635684730627,0.7997430535993314,1.8066442948116443,Social work
49,33,2021,0.9646748284631889,0.3057028534382078,0.9277421104564618,0.16005022648343936,Social work
49,33,2022,0.5281925511709896,-0.45246570597011804,0.4854639338229219,-0.4767253438737765,Social work
49,34,2007,65.33333685505578,NA,74.28239893799471,NA,Other personal services
